Student Number,PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412
97252,68.11,78.62,76.97,62.54,50.51,90.02,54.11,29.19,61.52,5.45,89.93,47.86,39.52,85.7,11.71,55.55,19.55,43.67,34.32,56.28,32.22,42.87,44.81,39.36,81.11,23.06,45.3,60.16,55.32,42.97,53.89,82.57,31.9,31.83,82.38,17.51,85.59,80.34,36.55,48.18,66.35
97253,74.33,72.72,62.53,60.33,61.52,84.74,64.72,75.3,56.01,36.66,91.12,39.78,51.76,67.33,82.1,61.23,30.21,35.71,48.46,82.87,38.51,40.54,49.85,48.19,84.08,60.03,81.11,71.12,76.19,75.64,66.44,48.82,42.66,36.51,71.09,23.92,81.86,84.96,58.17,51.8,90.5
97254,45.1,88.6,69.92,88.68,77.41,85.58,35.6,47.82,37.13,12.36,50.42,45.54,87.48,77.59,6.58,64.03,35.48,13.03,52.45,37.8,28,54.65,24.27,24.91,60.85,9,64.78,6.1,48.49,27.4,74.67,46.55,22.62,39.44,36.86,5.97,41.36,71.99,43.64,9.04,42.81
97255,94.86,57.63,94.39,94.28,77.27,84.1,66.5,81.05,72.27,76.2,88.31,77.03,83.5,77.6,80.68,78.36,44.53,92.01,61.3,93.17,83.87,72.43,55.91,44,79.57,76.48,86.97,57.49,59.61,55.61,81.46,87.83,45.25,93.31,47.16,80.06,64.18,80.99,78.44,84.97,81.76
97256,23.48,6.73,11.04,31.56,14.63,76.28,6.41,8.08,30.36,7.48,5.45,35.94,36.54,6.75,42.84,13.33,37.16,14.69,12.57,20.65,17.25,61.02,15.01,23.88,51.82,7.99,6.5,47.19,12.34,7.21,20.89,12.91,9.73,24.77,34.08,18.53,13.04,40.58,53.03,19.66,50.27
97257,45.71,18.4,57.2,54.28,24.27,78.56,38.65,68.91,52.74,11.42,78.92,45.02,66.7,65.75,31.52,39.7,24.94,22.44,7.2,71.12,25.02,36.96,84.06,56.35,80.19,18.71,46.3,53.26,68.27,25.17,67.81,50.82,18.7,26.1,51.65,17.38,86.59,81.82,16.66,42.3,82.96
97258,47.95,63.31,67.34,62.47,8.61,82.43,20.41,67.71,31.02,15,67.25,68.27,19.73,57.1,17.03,38.59,9.71,14.91,10.98,41.27,10.68,18.32,59.49,6.11,84.71,21.66,25.37,47.92,70.37,28.34,51.51,55.89,13.86,14.05,19.67,24.75,64.48,84.31,25.46,9.03,79.96
97259,76.77,44.31,82.31,90.03,68.21,100,80.45,79.96,81.35,70.27,91.57,65.76,81.72,83.39,84.56,78.35,19.67,51.38,94.41,91.39,48.04,79.38,53.97,52.72,65.04,83.49,80.33,74.8,82.53,65.81,82.27,93.75,77.46,88.35,79.97,48.06,83.93,93.04,55.51,75.41,84.14
97260,77.22,58.16,77.35,89.86,67.91,92.02,87.45,83.61,84.95,59.92,100,76.91,51.66,94.98,38.93,67.96,63.88,62.18,60.18,79.68,54.61,68.71,70.62,27.29,76.32,77.71,74.99,84.34,72,53.22,81.62,92.78,72.28,51.73,79.01,76.91,77.62,94.89,83.11,76.5,82.84
97261,85.3,82.51,90.39,99.72,93.87,97.56,89.01,81.46,77.94,61.1,100,78.43,79.49,100,82.28,88.47,52.21,45.27,76.47,78.58,79.86,91.62,81.78,58.75,86.73,91.43,89.3,93.62,85.16,89.88,71.38,94.7,84.36,85.68,100,76.2,84.75,88.81,84.32,93.63,90.19
97262,70.98,9.73,18.44,70.44,51.43,94.79,45.59,52.25,55.08,37.34,88.67,17.45,35.15,70.41,8.07,60.79,14.57,35.4,25.25,50.57,22.39,32.71,11.32,51.92,55.6,21.17,44.33,8.39,41.97,63.16,58.63,80.6,6.44,5.33,30.11,22.31,80.57,79.53,29.33,41.36,66.98
97263,83.14,63.08,65.83,83,82.99,87.81,64.55,63.13,47.71,81.59,49.57,70.86,24.65,83.9,7.7,52.82,32.31,81.55,37.19,7.25,40.21,15.18,76.19,23.09,75.07,16.27,46.89,15.25,5.04,81.13,31.47,50.14,12.01,25.2,36.47,12.63,93.6,77.58,52.29,8.76,66.85
97264,46.78,45.74,49.58,95.96,18.43,80.86,68.88,44.09,72.11,21.59,66.66,8.6,55.36,80.87,83.39,18.18,7.64,9.18,39.12,58.61,12.35,64.75,77.49,33.62,80.28,54.57,48.1,65.81,78.1,84.16,75.8,45.93,38.11,48.49,45.15,26.15,65.38,86.32,52.95,50.26,81.48
97265,94.63,16.8,75.54,95.58,77.13,100,93.99,93.44,76.78,76.77,85.51,77.81,92.67,96.45,90.77,93.65,83.15,75.7,77.87,76.97,83.51,87.15,76.16,39.29,83.91,91.51,86.03,87.45,77.46,83.33,81.99,90.85,76.55,90.08,93.11,78.54,85.7,85.88,84,81.57,80.21
97266,82,77.66,84.6,63.69,72.28,77.83,79.7,76.08,62.7,41.55,94.81,45.36,70.57,87.3,39.68,82.53,23.65,61.3,36.63,67.72,47.6,50.55,13.3,28.67,57.82,27.6,49.95,68.94,51.29,50.91,47.86,51.56,49.39,14.63,62.46,32.55,86.95,83.25,53.37,12.42,51.48
97267,76.38,75.97,85.65,71.34,53.65,88.71,77.8,55.9,34.09,26.64,91.02,80.31,39.45,100,71.4,90.82,11.17,81.9,77.61,47.06,82.5,77.99,83.75,64.87,78.82,81.75,85.66,93.91,93.59,87.73,82.95,87.02,88.12,75.24,83.07,54.39,88.88,80.08,86.12,82.44,91.65
97268,76.42,40.16,77.41,81.89,31.32,55.24,39.23,76.17,58.67,8.92,76.3,65.29,7.41,87.62,22.33,16.01,11.09,8.61,13.1,57.8,12.39,5.62,8.09,23.47,80.78,13.92,27.02,32.53,39.38,49.5,49.76,57.57,22.09,5.26,18.35,14.4,66.98,78.05,36.87,33.41,68.07
97269,86.42,84.33,68.64,84.37,79.89,78.71,74.18,75.34,78.2,32.15,86.24,80.91,80.07,100,81.04,83.74,30.27,77.57,77.5,77.67,76.22,56.45,59.51,76.22,71.02,79.87,80.06,75.64,65.25,72.63,79.91,77.43,76.97,59.27,90.66,46.91,59.15,83.1,76.79,75.44,81.18
97270,73.86,76.18,68.98,60.16,63.62,83.92,65.74,84.16,56.68,7.07,75.01,79.68,63,77.14,23.57,39.92,5.64,18.05,80.26,70.24,48.98,52.83,48.18,24.39,59.29,39.42,67.47,31.9,83.95,74.15,69.95,38.5,44.07,37.01,69.68,53.45,47.11,77.07,45.84,37.74,74.23
97271,90.24,57.32,81.55,75.21,75.82,85.42,78.95,71.66,75.37,83.64,97.42,87.12,55.09,87.5,50.78,82.29,14.51,82.78,75.04,83.42,79.06,69.48,79.37,36.42,79.15,81.96,76.08,82.6,94.72,79.02,81.97,94.86,71.32,65.45,76.5,59.34,57.11,89.56,87.46,65.9,76.24
97272,73.01,91.31,89.2,48.59,69.75,80.37,63.76,41.04,17.24,10.73,84.57,56.09,11.09,93.02,59.54,63.74,9.22,8.77,14.72,18.89,21.24,62.57,14.92,47.48,82.06,66.08,93.84,27.98,74.71,58.59,88.1,74.58,44.03,89,46.88,50.79,75.16,78.85,45.33,84.72,58.4
97273,51.87,50.8,78.79,56.36,68.5,81.63,52.92,18.33,50.55,54.29,62.6,45.81,64.03,93.33,41.84,69.82,43.64,62.08,78.82,59.09,35.05,73.85,63.95,39.28,53.42,58.53,82.18,46.14,77.59,64.79,71.95,70.15,44.66,59.56,71.34,54.64,80.82,83.78,65.42,58.6,69.16
97274,51.4,56.75,49.88,47.15,18.32,78.93,48.03,5.23,62.03,13.6,53.98,59.81,39.4,82.22,10.53,33.31,12.71,20.03,11.77,51.02,10.69,31.11,10.23,35.58,67.35,25.17,63.62,30.42,76.85,31.12,54.93,52.93,14.76,48.29,49.72,19.27,82.89,75.6,21.93,20.77,78.51
97275,70.62,60.3,66.13,62.5,35.15,72.39,21.92,9.91,65.13,15.03,55.92,45.16,87.37,69.66,43.34,74.68,30.91,10.72,16.21,48.19,7.27,39.61,36.52,26.77,27.61,43.22,64.31,84.22,79.1,20.53,61.15,83.16,31.46,46.1,40.59,12.05,81.94,82.85,30.33,46,75.25
97276,53.49,71.1,59.97,13.99,20.76,74.13,20.27,6.16,6.36,5.2,51.32,5.29,8.16,20.88,13.66,13.4,9.01,9.03,9.54,17.78,29.98,82.88,79.66,20.34,46.03,5.62,38.29,11.57,37.64,18.44,30.16,6.72,19.26,12.52,19.43,14.72,71.38,69.19,14.02,12.36,59.71
97277,14.72,36.06,49.13,14.62,15.75,70.82,14.5,15.65,9.36,14.55,18.32,41.36,10.3,20.95,16.89,28.37,40.47,10.18,41.47,6.32,10.99,49.6,45.93,13.12,19.74,5.35,35.32,46.18,50.78,13.55,53.47,23.27,59.84,49.18,47.15,43.09,55.19,69.78,11.46,12.55,31.66
97278,72.87,8.07,9.93,63.97,14.87,93.34,76.23,58.1,43.86,22.52,80.78,61.08,67.64,83.63,52.64,68.83,17.43,15.05,14.85,77.37,26.51,46.07,78.95,31.86,72.91,52.9,45.29,62.75,51.47,37.78,43.38,58.46,28.36,48.18,64.54,35.78,69.14,79.85,22.38,26.71,78.67
97279,39.05,75.43,64.33,40.46,49.23,71.56,24.25,12.51,44.6,50.03,74.05,61.16,13.56,35.69,9.57,47.43,5.86,45.33,24.32,40.86,24.95,10.01,82.7,15.66,34.88,41.67,40.36,85.33,39.54,13.69,35.61,48.52,21.83,38.96,27.75,23.24,76.2,80.1,38.63,33.9,71.39
97280,37.19,24.2,66.51,41.52,6.38,76.26,35.97,32.62,49.54,12.15,80.91,41.99,21.05,81.81,31.36,28.27,7.93,7.67,10.16,42.48,8.38,42.39,6.16,22.52,61.43,32.68,53.64,31.94,38.44,24.57,65.43,35.66,22.55,21.48,47.77,26.1,59.29,77.1,16.35,52.81,84.45
97281,94,75.35,80.63,95.17,77.59,93.25,39.01,85.25,84.4,57.53,93.38,88.06,60.93,96.42,80.93,79.32,76.53,28.83,91.95,46.54,87.7,81.77,93.38,40.97,75.09,91.78,77.48,84.58,80.55,79.46,57.88,75.36,77.75,84.23,62.01,39.62,73.95,76.31,86.97,71.32,80.99
97282,3.29,13.53,2.44,0,4.54,9.01,,12.78,4.05,4.03,5.98,0,0.24,0,0,0.82,0,0,0,4.26,0,0,,,,,,,,,,,,,,,,,,,
97283,50.95,38.3,9.96,11.78,79.62,54.76,63.29,68.98,,13.27,21.3,79.97,43.07,52.77,55.83,11.24,33.62,9.29,50.81,8.47,17.36,20.52,3.34,,,,,,,8.75,13.36,44.63,0,,5.75,,,,,,
97284,5.3,8.46,24.77,10.19,15.81,29.58,66.7,10.76,21.69,13.68,14.82,51.75,10.68,14.28,8.76,8.84,8.14,7.25,6.9,12.03,6.86,32.6,37.2,22.36,9.47,12.16,33.21,12.2,82.76,12.51,21.54,13.98,10.92,18.28,16.75,8.68,73.42,68.79,6.01,,14.16
97285,76.67,75.42,100,87.39,99.83,91.69,75.75,97.62,79.32,89.74,90.41,100,88.24,67.7,92.06,93.79,85.73,87.09,90.52,100,91.02,89.63,100,63.1,78.68,91.14,93.35,100,98.82,97.62,90.45,88.74,97.65,85.33,100,94.63,,99.35,82.59,86.34,84.03
97286,68.97,100,100,95.7,99.02,100,75.63,100,90.2,100,100,85.72,95.32,100,99.98,89.52,99.05,91.41,100,100,86.21,100,97.35,67.37,100,99.84,100,97.82,100,97.5,96.04,100,100,99.92,97.13,92.16,,100,88.99,85.43,86.35
97287,61.3,83.77,100,85.81,95.13,81.19,82.15,85.07,93.29,100,88.38,79.63,84.88,83.06,85.3,78.89,93.47,62.01,95.71,94.45,86.32,88.47,91.76,64.81,92.89,92.91,79.75,99.89,88.92,92.35,90.92,82.88,100,91.52,100,78.96,,95.59,84.57,94.08,73.65
97288,68.24,62.2,94.82,74.42,83.36,87.76,68.04,65.64,72.87,93.5,88.67,93.39,81.28,62.49,86.51,91.05,93.6,65.88,100,93.56,84.09,86.6,87.69,62.09,93.25,94.79,100,94.99,100,90.06,92.95,94.28,87.91,65.57,91.28,79.07,,88.67,60.36,73.12,83.64
97289,6.91,19.34,11.42,25.69,6.7,9.64,50.81,0,8.27,0,1.91,0,0.69,,,,0,13.38,,,9.01,0,,,,,,,,,,,,,,,,,,,
97290,52.7,91.83,96.28,87.97,96.33,100,78.11,89.4,85.16,92.35,87.87,90.44,89.64,94.39,86.71,87.43,87.7,83.41,100,100,88.72,100,85.04,70.75,91.79,93.84,98.26,95.28,90.88,95.26,86.96,97.68,96.46,94.87,89.74,78.26,,92.71,88.65,92.22,75.16
97291,60.17,32.7,57.2,44,68.22,61.68,56.11,69.31,69.92,55.3,64.37,87.76,48.38,56.57,78.05,43.2,60.39,30.74,49.71,78.38,84.38,73.02,55.55,50.32,30.53,67.25,56.07,59.82,71.85,80.4,26.35,59.17,100,55.58,77.54,46.26,,94.61,57.45,82.65,59.64
97292,60.69,54.32,100,73.64,92.73,62.66,67.06,98.95,70.57,27.39,69.24,87.79,92.24,76.63,85.86,85.35,74.1,60.44,82.91,91.12,56.21,77.34,82.97,74.78,58.32,76.93,100,77.14,85.72,72.8,56.75,94.85,99.64,85.02,92.31,66.92,90.95,86.22,62.27,89.61,
97293,78.3,40.13,100,76.77,91.04,80.49,78.28,100,81.63,56.76,66.81,91.79,73.02,86.87,99.49,81.18,67.12,56.25,77.23,86.65,63.74,82.16,89.61,70.83,68.3,77.86,85,93.48,71.99,77.2,58.6,84.54,96.89,94.9,85.52,71.02,84.27,86.11,57.79,94.51,
97294,14.62,10.75,12.15,25.9,20.26,7.48,64.43,16.57,26.35,16.64,5.47,27.34,55.33,31.58,14.47,31.08,37.37,42.54,31.44,25.73,20.12,24.21,56.21,44.93,36.78,17.8,66.95,6.9,93.77,0,0,5.96,6.14,0.75,68.26,0,21.97,28.12,57.81,52.05,
97295,41.25,60.44,94.03,81.15,85.2,62.15,84.63,97.38,50.9,56.52,81.16,90.73,73.5,85.15,91.98,90.96,77.11,62.52,66.76,91.25,49.59,55.31,75.13,68.68,76.29,91.66,85.77,88.63,89.56,73.4,69.68,91.81,100,91.44,90.04,92.15,91.62,88.16,56.78,94.98,
97296,9.59,34.89,53.68,50.14,71.78,35.86,69.83,50.91,24.46,33.5,51.26,71.38,24.13,6.57,67.93,73.14,37.94,22.5,60.48,85.53,36.64,52.83,46.34,49.74,28.65,51.85,84.75,55.04,57.15,69.16,34.68,72.45,87.68,73.26,22.62,71.02,64.77,75.19,46.68,94.82,
97297,9.99,71.72,14.87,16.66,23.75,86.53,72.22,8.32,8.49,32.26,40.58,61.16,9.1,8.97,38.78,5.37,35.74,56.01,28.17,11.65,37.24,11.58,23.95,30.23,54.73,5.8,13.43,72.17,77.19,23.74,52.85,10.59,85.29,5.99,7.92,0,,41.99,7.63,34.31,28.31
97298,34.71,23.09,58.43,16.8,72.79,59.58,69.24,53.91,41.08,32.03,40.29,81.13,5.07,14.32,58.93,38.84,47.49,59.87,23.2,69.83,53.29,21.9,92.07,63.46,15.41,79.86,63.57,75.62,65.36,50.91,12.98,56.64,88.53,46.95,80.88,40.21,,93.95,75.95,67.87,56.61
97299,62.29,61.6,81.61,28.25,64.74,54.15,55.41,79.02,72.02,73.38,66.57,90.35,10.43,53.05,51.26,31.68,40.79,59.4,34.7,50.23,80,27.59,61.07,58.29,34.98,57.78,38.73,25.14,21.58,38.76,59.45,5.22,84.11,13.66,64.88,34.43,70.51,77.54,28.89,67.78,
97300,33.57,71.69,84.75,54.85,73.44,37.85,50.23,88.49,60.02,51.71,63.96,64.82,57.6,76.3,90.81,70.94,83.83,66.7,77.96,94.29,66.89,81.25,82.64,61.68,63.05,79.55,61.99,92.49,83.13,78.13,65.02,71.8,98.11,56.73,89.3,57.46,,93.86,79.82,66.75,55.15
97301,37.1,46.22,20.59,58.1,78.49,14.55,83.26,84.05,28.34,7.02,28.84,87.48,7.45,28.68,93.53,91.62,52.05,9.23,52.67,71.76,76.23,46.22,69.95,63.26,38.53,84.46,71.64,68.2,46.02,71.7,30.28,66.12,99.42,59.94,81.56,63.63,71.04,96.15,60.76,94.13,
97302,63.67,71.67,100,68.51,86.67,92.67,56.37,98.46,93.96,68.7,89.45,88.07,77.28,92.49,76.34,71.17,89.61,51.24,76.28,92.94,50.12,100,76.45,53.2,63.43,90.86,74.03,89.85,96.07,78.22,81.36,70.21,90.16,57.89,94.95,77.07,,92.18,81.74,70,72.78
97303,59.73,82.43,88.54,70.38,98.5,69.2,78.81,92.91,90.59,89.04,92.63,91.16,50.7,79.36,90.44,90.69,89.68,50.27,92.57,92.64,77.79,86.25,88.38,58.42,100,95.45,88.5,87.03,92.2,91.35,62.69,100,100,81.73,88.34,71.52,,97.58,81.94,94.82,76.32
97304,10.13,21.19,7.49,63.81,92.92,53.99,57.52,67.93,40.95,40,40.85,85.06,9.29,62.52,50.97,66.69,68.94,40.08,64.64,79.84,54.13,63.31,58.66,50.02,25.33,63.22,58.46,54.58,33.85,54.77,8.69,62.82,89.73,51.8,7.94,73.13,62.44,87.01,54.8,67.54,
97305,21.52,27.92,33.34,68.64,85.7,44.35,64.64,80.1,35.29,36.07,63.78,55.99,53.97,68.1,78.08,69.49,26.93,57.88,59.4,84.01,62.51,15.37,73.94,54.11,51.76,79.15,94.23,76.28,63.57,68.32,33.35,68.95,100,81.55,80.61,80.99,80.9,100,49.11,87.13,
97306,52.09,94.42,100,88.71,82,83.54,84.02,89.66,93.69,87.12,89.74,90.78,86.92,93.4,91.38,68.33,100,70.66,75.27,100,78.72,86.93,93.17,60.73,89.61,84.27,94.42,85.17,100,89.95,79.51,85.98,98.14,66.83,86.37,90.03,77.47,92.41,67.03,89.8,
97307,31.9,31,58.14,82.8,75.1,39.26,63.07,92.87,23.54,21.96,64.36,65.25,83.33,66.68,84.68,68.61,73.98,66.42,28.55,66.77,24.86,42.68,79.93,54.25,17.72,80.99,86.23,69.72,74.1,41.58,18.72,66.97,100,62.94,74.54,56.83,66.49,85.61,59.12,85.52,
97308,34.6,29.94,84.03,64.59,73.45,56.99,69.72,81.65,61.69,70.21,81.3,90.78,7.1,55.59,84.6,47.98,73.26,50.44,58.16,77.79,83.97,65.86,86.4,60.5,65.55,90.48,93.07,76.93,64.16,72.94,48.24,59.26,97.1,36.29,89.69,83.3,67.49,94.89,66.02,76.71,
97309,6.39,37.97,66.55,71.63,71.68,26.56,58.89,93.87,22.12,43.64,63,60.22,44.7,51.28,78.2,84.26,40.69,58.92,28.74,60.83,67.74,25.93,81.95,63.57,24.62,71.66,57.43,71.89,12.18,32.58,32.74,70.25,98.23,66.2,67.26,57.5,65.4,91.12,63.68,87.41,
97310,12.52,11.11,13.68,6.82,43.75,30.02,57.73,14.62,35.5,7.66,43.05,16.85,66.15,13.66,60.94,22.78,41.98,49.96,64.42,30.91,34.16,10.29,21.85,59.85,5.91,44.05,60.26,55.16,17.29,32.4,5.72,26.64,81.85,20.9,82.88,35.18,30.56,79.73,28.18,68.6,
97311,37.96,48.25,68.59,57.97,87.77,58.28,66.85,89.35,56.92,60.92,71.24,94.72,23.85,69.54,75.48,93,56.27,77.67,67.87,82.98,58.85,25.24,94.85,60.14,50.26,79.93,83.76,67.37,68.87,68.52,19.38,78.48,99.79,61.09,82.55,66.8,67.63,95.69,69.85,89.72,
97312,79.56,62.66,87.29,67.16,93.31,77.6,80.97,90.69,85.11,48.97,79.04,76.98,34.57,90.87,76.57,68.03,67.03,42.23,83.91,86.12,66.07,62.3,87.98,70.95,78.85,91.91,85.4,87.17,65.1,86.41,63.54,87.7,100,84.87,93.51,79.12,79.45,85.76,92.2,94.37,
97313,55.34,30.99,68.12,28.1,84.56,29.92,80,90.33,70.42,43.56,78.98,62.16,77.18,80.79,73.42,60.16,89.29,25.91,64.5,71.99,90.84,55.3,58.3,55.03,57.44,73.88,51.94,74.97,81.74,66.98,62.11,49.45,98.7,67.99,68.61,67.42,37.52,81.17,38.36,82.36,
97314,13.38,80.47,100,60.15,91.42,23.3,74.81,49.01,62.38,37.18,94.97,79.94,18.06,80.45,89.85,64.91,88.12,6.3,86.36,93.68,67.32,94.97,75.44,47.28,56,71.13,48.59,89.23,76.67,86.76,65.69,92.14,100,55.5,89.88,85.36,,85.5,61.49,83.55,72.71
97315,9.85,29.15,34.78,32.51,43.45,11.32,69.4,7.05,12.82,23.82,40.46,38.85,6.33,27.93,77.21,78.23,10.79,40.07,54.23,70.71,70.38,8.18,66.52,63.74,56.12,81.13,66.1,65.46,58.47,60.45,21.38,70.71,98.32,66.82,76.78,61.76,53.48,79.6,63.17,77.38,
97316,36.4,87.41,98.08,75.33,94.97,82.51,59.11,93.01,71.07,71.63,86.26,80.02,93.12,91.11,93.51,76.33,100,90.61,100,97.45,36.43,100,75.33,59.24,100,94.17,81.89,93.72,95.01,89.2,92.97,90.33,98.97,67.1,81.99,79.78,,86.74,58.35,77.53,57.48
97317,41.5,33.17,61.26,42.95,56.53,74.87,71.85,93.46,76.63,91.27,85.64,6.1,40.73,48.76,71.12,48,87.91,39.42,59.76,69.08,39.25,50.78,77.24,58.26,38.88,74.39,49.85,59.04,79.84,84.93,43.82,49.91,87.15,23.39,76.28,64.61,27.26,93.28,59.73,71.86,
97318,25.42,52.99,57.15,83.5,71.49,69.64,73.3,81.24,35.16,36.28,56.91,79.42,27.71,62.57,64.09,70.85,68.63,66.9,26.12,74.08,61.24,63.98,71.62,46.92,43.49,69.12,74.25,58.84,72.26,50.58,27.48,68.33,100,30.65,57.99,61.57,63.94,91.97,63.59,65.27,
97319,72.04,64.04,87.39,77.94,88.67,71.86,81.67,100,75.85,57.78,69.14,84.22,31.82,39.5,94.44,82.68,70.13,71.15,59.12,70.61,75.93,76.24,89.18,56.01,44.99,82.88,89.78,74.46,67.6,73.49,57.33,78.62,100,65.45,91.82,71.29,66.16,93.14,70.64,78.08,
97320,11,8.71,76.17,10.54,29.02,24.52,56.6,7.54,14.66,5.95,6.05,71.08,14.06,86.31,59.29,5.84,31.79,16.66,58.34,20.19,60.65,10.18,64.45,47.94,8.98,49,23.13,38.65,12.68,36.97,20.8,19.9,86.79,32.56,59.61,45.04,45.96,72.96,36.64,74.79,
97321,10.57,6.02,6.79,30.49,32.57,11.05,59.3,8.17,9.1,11.79,7.71,81.12,12.94,12.56,70.65,68.35,8.9,32.04,14.35,66.38,60.32,15.44,67.33,59.02,25.27,64.26,52.78,64.23,7.98,49.23,12.41,35.17,89.77,28.23,28.28,52.49,71.92,86.33,81.69,57.46,
97322,54.51,73.33,73.02,27.63,79.47,57.96,83.75,100,81.13,69,75.54,92.14,60.37,47.08,79.05,83.03,89.62,45.18,63.38,94.13,86.25,58.52,83.23,55.4,38.62,73.73,65.33,75.46,73.98,79.68,31.78,71.26,96.34,62.36,71.14,53.53,,77.81,57.02,76.44,71.51
97323,25.79,86.59,14.88,56.7,82.52,84.85,31.4,20.36,11.2,22.19,12.87,8.77,10.25,12.2,14.82,20.92,18.29,22.54,10.8,25.81,64.15,14.66,9.49,33.11,31.69,24.24,11.03,11.56,19.35,10.02,6.85,32.84,80.57,32.1,18.02,54.84,27.65,61.81,9.32,31.36,
97324,16.28,53.77,65.04,29.11,84.64,18.01,65.79,35.74,70.2,51.68,60.07,87.91,9.13,12.12,74.54,68.88,73.3,60.6,45.51,65.48,61.73,18.02,55.94,67.87,21.71,69.61,70.58,55.83,51.83,74.53,11.21,79.06,98.46,54.95,62.6,48.89,65.57,93.4,70.23,69.43,
97325,6.25,14.73,56.23,7.49,30.66,14.46,65.52,5.95,24.41,13.72,12.94,65.13,6.72,71.9,26.5,37.07,21,51,5.41,30.8,8.38,84.02,28.27,33.27,11.94,36.13,13.51,33.46,9.31,10.96,77.7,18.28,62.71,30.22,62.93,25.52,,55.56,40.27,70.42,58.64
97326,64.14,67.39,88.93,83.09,89.81,86.48,83.07,98.28,64.87,67.12,80.07,93.39,94.78,56.48,90.87,76.1,80.3,79.13,78.17,79.67,67.64,58.5,92.43,56.64,60.6,81.16,77.6,85.59,75.06,93.53,58.38,84.39,100,55.11,53.99,74.35,66.28,91.46,80.65,73.7,
97327,7.53,32.06,10.58,11.13,25.89,49.71,57.56,5.96,21.86,12.53,11.02,29.97,7.77,10.47,27.29,29.58,44.65,44.24,22.95,33.89,34.49,14.39,61.41,21.16,12.73,46.65,57.61,6.82,6.2,76.35,11,20.49,84.06,37.97,5.7,40.23,,64.47,39.79,48.62,51.58
97328,13.62,33.56,10.2,13.72,34.03,15.58,35.79,62.7,29.79,68.17,33.92,30.82,7.12,10.69,64.89,26.51,11.79,53.86,47.64,26.17,32.17,5.3,42.63,46.08,31.1,53.19,7.43,14.83,17.8,23.13,44.12,14.76,68.4,31.28,64.14,35.6,11.34,60.9,6.18,34.08,
97329,37.63,53.9,35.82,55.66,77.93,18.52,82.03,98.99,63.58,44.73,22.12,65.57,66.67,72.58,81.16,79.98,70.51,87.03,73.18,68.42,76.88,55.74,76.82,50.69,41.97,82.36,53.57,62.8,73.57,76.14,9.28,80.75,92.72,81.78,77.39,65.14,91.85,94.91,81.66,83.03,
97330,37.23,81.55,96.73,64.81,90.74,63.37,48.14,100,60.27,76.48,94.05,61.96,91.37,58.1,93,72.92,97.8,34.11,100,88.34,58.15,94.32,86.03,47.73,69.54,99.02,73.87,92.04,86.17,89.72,82.37,93.35,99.52,77.21,89.7,84.09,,87.28,72.03,85.77,81.13
97331,12.81,36.26,65.2,10.11,50.17,19.36,86.4,77.38,12.99,13.41,17.62,81.02,37.14,46.74,74.09,64.23,58.21,32.31,21.68,69.07,56.49,63.64,66.66,51.2,13.9,49.88,32.72,56.11,32.55,47.02,24.43,49.08,88.12,54.04,70.49,43.92,,84.74,42.77,70.45,51.86
97332,40.51,45.21,42.39,23.98,46.46,53.1,56.73,40.74,25.56,20,12.8,36.1,8.14,8.8,50.14,40.33,57.73,35.45,5.86,56.9,58.96,6.33,20.2,5.42,13.66,61.17,19.09,53.17,27.57,26.85,13.55,12.84,75.63,7.42,6.65,62.33,38.95,69.11,31.39,70.36,
97333,27.5,15.7,38.11,22.23,43.4,9.07,79.19,40.43,12.86,68.54,51.87,65.26,15.9,45.44,75.77,31.21,59.86,45.8,44.21,64.87,30.13,16.74,65.88,34.36,21.85,56.55,28.64,72.96,76.54,68.14,15.41,67.71,85.92,34.12,87.33,56.14,,75.57,51.33,87.7,78.58
97334,56.13,34.23,48.85,39.75,80.43,31.15,72.78,66.52,59.56,54.4,54.66,79.43,6.2,38.93,77.25,73.44,30.49,79.31,28.48,35.46,46.76,40.43,69.36,50.26,8.76,55.45,53.46,57.04,22.08,51.71,8.95,18.82,77.08,44.49,13.11,42.1,83.14,79.62,57.1,82.89,
97335,25.92,52.1,51.22,64.68,74.45,33.74,70.55,83.42,44.1,45.74,83.99,77.84,68.87,38.2,66.02,75.46,64.98,40.81,25.38,69.15,77.82,60.13,60.73,54.48,26.48,68.3,30.54,74.73,45.78,73.62,16.71,80.09,95.24,50.37,52.69,68.72,71.39,82.82,52.39,82.22,
97336,13.05,17.95,13.55,13.58,35.19,46.05,50.1,19.91,8.14,9.6,10.04,33.41,14.16,6.06,44.98,38.46,30.54,26,6.45,38.78,77.77,11.58,47.83,26.63,22.5,22.42,13.29,22.11,31.42,81.71,13.84,18.05,91.89,6.01,9.49,34.56,23.85,74.45,39.39,57.23,
97337,73.99,68.29,92.8,39.8,84.42,58.48,72.75,74.99,81.64,92.16,97.07,82.45,48.07,62.99,88.76,80.35,85.4,42.16,92.19,89.05,90.28,93.23,90.18,64.56,86.07,68.12,62.77,91.16,82.3,68.92,78.47,88.34,99.95,48.19,85.76,79.72,,90.27,70.82,93.95,68.3
